paper,indicator_id,indicator_text,section,blob,topics,ntopics
Newmark2017,disclosure.contributions_from_others,Disclosure required: contributions received from others for lobbying purposes,Registration and reporting/disclosure requirements,disclosure required: contributions received from others for lobbying purposes registration and reporting/disclosure requirements,[],0
OpenSecrets,lobbyist_client_disclosure,"Who is lobbying and who is paying for it (lobbyist and client identification, with separate registrations preferred)",1. Who is lobbying and who is paying for it?,"who is lobbying and who is paying for it (lobbyist and client identification, with separate registrations preferred) 1. who is lobbying and who is paying for it?",['reg_client'],1
OpenSecrets,lobbyist_compensation_disclosure,How much are lobbyists getting paid (compensation paid to lobbyists by clients),2. How much are lobbyists getting paid?,how much are lobbyists getting paid (compensation paid to lobbyists by clients) 2. how much are lobbyists getting paid?,['disc_comp_by_client'],1
OpenSecrets,timely_disclosure,Is there timely disclosure (frequency/timing of lobbying activity reports),3. Is there timely disclosure?,is there timely disclosure (frequency/timing of lobbying activity reports) 3. is there timely disclosure?,"['def_what_lobbying', 'timeliness']",2
OpenSecrets,public_availability_total,"How easily can the public access disclosed information (composite of three sub-facets, total 5 points)",4. How easily can the public access disclosed information?,"how easily can the public access disclosed information (composite of three sub-facets, total 5 points) 4. how easily can the public access disclosed information?",[],0
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,4. How easily can the public access disclosed information? (sub-facet a),user-friendly search feature on state lobbying disclosure website 4. how easily can the public access disclosed information? (sub-facet a),"['access_online', 'access_searchable']",2
OpenSecrets,public_avail_downloads,Availability of downloadable data from the state lobbying disclosure website,4. How easily can the public access disclosed information? (sub-facet b),availability of downloadable data from the state lobbying disclosure website 4. how easily can the public access disclosed information? (sub-facet b),"['access_online', 'access_bulk']",2
OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,4. How easily can the public access disclosed information? (sub-facet c),easily accessible lists of registered lobbyists and clients 4. how easily can the public access disclosed information? (sub-facet c),[],0
Opheim,def.legislative_lobbying,legislative lobbying as a criterion for definition,Statutory definition of a lobbyist,legislative lobbying as a criterion for definition statutory definition of a lobbyist,"['def_who_lobbies', 'def_what_lobbying']",2
Opheim,def.administrative_lobbying,administrative lobbying as a criterion for definition,Statutory definition of a lobbyist,administrative lobbying as a criterion for definition statutory definition of a lobbyist,"['def_who_lobbies', 'def_what_lobbying']",2
Opheim,def.elective_officials,elective officials designated as lobbyists,Statutory definition of a lobbyist,elective officials designated as lobbyists statutory definition of a lobbyist,"['def_who_lobbies', 'def_exempt_officials']",2
Opheim,def.public_employees,public employees designated as lobbyists,Statutory definition of a lobbyist,public employees designated as lobbyists statutory definition of a lobbyist,"['def_who_lobbies', 'def_exempt_officials']",2
Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,Statutory definition of a lobbyist,specific compensation standard to delineate lobbying activity statutory definition of a lobbyist,"['def_who_lobbies', 'def_what_lobbying', 'def_threshold_money']",3
Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,Statutory definition of a lobbyist,specific expenditure standard to delineate lobbying activity statutory definition of a lobbyist,"['def_who_lobbies', 'def_what_lobbying', 'def_threshold_money', 'disc_exp_itemized']",4
Opheim,def.time_standard,specific time standard to delineate lobbying activity,Statutory definition of a lobbyist,specific time standard to delineate lobbying activity statutory definition of a lobbyist,"['def_who_lobbies', 'def_what_lobbying', 'def_threshold_time']",3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,Frequency and quality of disclosure,frequency of reporting required of lobbyists frequency and quality of disclosure,['freq_cadence'],1
Opheim,disclosure.total_spending,lobbyist's total spending,Frequency and quality of disclosure,lobbyist's total spending frequency and quality of disclosure,['disc_exp_total'],1
Opheim,disclosure.spending_by_category,spending by category,Frequency and quality of disclosure,spending by category frequency and quality of disclosure,['disc_exp_categories'],1
Opheim,disclosure.expenditures_benefitting_public_employees,expenditures benefitting public employees including gifts,Frequency and quality of disclosure,expenditures benefitting public employees including gifts frequency and quality of disclosure,['disc_gifts'],1
Opheim,disclosure.legislation_supported_or_opposed,legislation approved or opposed by the lobbyist,Frequency and quality of disclosure,legislation approved or opposed by the lobbyist frequency and quality of disclosure,[],0
